thread_id,brand,customer_tweet_id,customer_text,gold_reply,created_at
uber_35354,Uber_Support,35354,"@Uber_Support Dear uber support team , some one has hacked my uber account and debited my uber account of sgd 563.00. Request action",@123707 We're here to help! Please send us a note here; https://t.co/kGIXas5Cxg so our team can assist.,Wed Nov 01 13:39:37 +0000 2017
uber_35356,Uber_Support,35356,@115873 @Uber_Support am trying to explaining the issue with customer service along with the screenshot but they seem to not get it. Pls help,"@123708 Happy to help, Srinu! Can you DM us your email address associated with your Uber account so we can follow up?",Wed Nov 01 13:40:18 +0000 2017
uber_35358,Uber_Support,35358,"@Uber_Support Raised a complaint first thing this morning, email address on the account is __email__",@123709 We apologize for the trouble! We're currently reviewing your email and will connect right away.,Wed Nov 01 13:43:48 +0000 2017
uber_35359,Uber_Support,35359,Hi @115877 - had to leave my own birthday party to collect a cold food order from the restaurant last night. Thanks!,@123709 Here to help! Send us a note at https://t.co/OWBkgXcbMl so our team can connect right away.,Wed Nov 01 13:37:17 +0000 2017
uber_35363,Uber_Support,35363,@Uber_Support I wana change my uber profile from Australia to Malaysia.,@123710 Happy to help! Send us a message here; https://t.co/balq3Eyso6 and we'd be happy to take a look.,Wed Nov 01 12:50:15 +0000 2017
uber_35365,Uber_Support,35365,@Uber_Support Ive been charged money from you from my bank I havent booked a journey in ages and theres no journey for this amount on my app,@123711 Sorry for the trouble! Contact us via https://t.co/dInR3racif so we can connect right away.,Wed Nov 01 13:32:42 +0000 2017
uber_35367,Uber_Support,35367,@123713 Hi is this uber eats?,@123712 Uber support here! Please DM us with the details of your inquiry and we'll be happy to follow up. https://t.co/sd7yH5jmbJ,Wed Nov 01 13:29:08 +0000 2017
uber_35370,Uber_Support,35370,@Uber_Support I am having issues with the sign up process It has been 12 days since adding my licence and reges and this it taking very long,"@119220 We're here to help! Send us a note here, https://t.co/tv4psVy8sr and so our team will assist.",Wed Nov 01 13:22:37 +0000 2017
uber_36141,Uber_Support,36141,never use @115873 ever again. This is 2nd time a driver has seen me coming &amp; drove off. And Uber refuses 2 think their drivers are the best.,@123863 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Wed Nov 01 13:47:25 +0000 2017
uber_36143,Uber_Support,36143,"@115877 @Uber_Support quite disappointed by your service. First use of the app, it has already been 4x the delivery time yet still no food",@123864 We're so sorry this was your experience. Please send us a note here; https://t.co/sYfnwE7umI so our team can assist.,Wed Nov 01 13:46:56 +0000 2017
uber_36145,Uber_Support,36145,Deliveroo and ubereats not delivering to my postcode does not bode well on days like today,"@123865 We're always looking to expand. You can go here https://t.co/67boQweyV0, for future updates.",Wed Nov 01 13:46:25 +0000 2017
uber_36147,Uber_Support,36147,Is @115877 available in Durban ? #twoogle,@123866 You can see our hours and delivery area at https://t.co/P4mEOOIdr4,Wed Nov 01 13:46:38 +0000 2017
uber_36149,Uber_Support,36149,@115873 The worst experience ever for me with UBER is in Dubai ! Long waiting time Limited number of drivers One category only for cars,@123867 Here to help! Send us a DM with your email address so we can assist.,Wed Nov 01 13:46:53 +0000 2017
uber_36151,Uber_Support,36151,"@115873 how do l leave feedback on the driver who kept me waiting 32 minutes, never answered my chat, and then canceled?",@123868 Here to help! Send us a note at https://t.co/e8HVorX5rh so our team can connect right away.,Wed Nov 01 13:43:28 +0000 2017
uber_36154,Uber_Support,36154,"@Uber_Support Above all, I had to pay the cancellation fee. 3rd instance in one week.",@123869 Sorry to hear about that! Can you please contact us via https://t.co/593jusCquh so our team can connect.,Wed Nov 01 13:43:50 +0000 2017
uber_36676,Uber_Support,36676,Took @115873 POOL yesterday. They tell me $3 &amp;change. End up charging $33.01. UberPOOL prices agreed upon before rider accepts. What the hell?,"@123996 Hi there! We're here to help. Send us a note here, https://t.co/W7UWSUTsIz and so our team will assist.",Wed Nov 01 14:11:15 +0000 2017
uber_36678,Uber_Support,36678,"Dear @115873 drivers... Don't have a full trunk, thanks. 2nd time this month there was no room for my suitcase. @Uber_Support.",@123997 Sorry to hear about that! Can you please contact us via https://t.co/593jusCquh so our team can connect.,Wed Nov 01 13:46:29 +0000 2017
uber_36680,Uber_Support,36680,I don't know how much more clear I can be with @115873 drivers and yet they still mess up my pick what. What was a 7min wait is going on 15.,"@123998 We're sorry to hear this was your experience. Send us a note here, https://t.co/593jusCquh, and our team will be in touch.",Wed Nov 01 14:10:50 +0000 2017
uber_36682,Uber_Support,36682,"@Uber_Support How do I get a refund for a ride when the driver never picked me up, but somehow started the ride and cancelled seconds later?",@123999 We're sorry to hear this was your experience. Contact us via https://t.co/e8HVorX5rh and we'll be in touch.,Wed Nov 01 14:09:26 +0000 2017
uber_36684,Uber_Support,36684,@Uber_Support What is the email? Isnt there a number i can contact??,"@124000 Hi there! At this moment, we don't offer phone support for these issues. Visit this link; https://t.co/sDFfqpmv0k so our team can assist",Wed Nov 01 14:10:25 +0000 2017
uber_36685,Uber_Support,36685,I need to speak to someone @115873 because this is a serious issue that getting out of hand and im pissed off,"@124000 Please send us specific details of your concern together with your email address, so we can better assist you.",Wed Nov 01 14:07:22 +0000 2017
uber_36688,Uber_Support,36688,"@115873 @Uber_Support in last 3 days I had been wrongly charged twice, reported both cases but no response by u all. Pathetic after service!",@124001 Sorry for the delay! Our team is currently reviewing your email and will follow up shortly.,Wed Nov 01 13:56:12 +0000 2017
uber_36691,Uber_Support,36691,@115873 whe. Your driver cancels after you wait forever because you have a dog #somuchfun -.-,@124002 Here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can get in touch.,Wed Nov 01 13:52:21 +0000 2017
uber_36696,Uber_Support,36696,"Or @115873 I have a better idea, if a driver cancels a ride, the driver needs to pay the rider the same minimum rider pays if we cancel","@124004 We're sorry to hear this was your experience. Send us a note here, https://t.co/593jusCquh, and our team will be in touch.",Wed Nov 01 13:59:13 +0000 2017
uber_36698,Uber_Support,36698,@Uber_Support Yes and free food isnt there...,"@124005 We can look further into this with you, Charlie. Go ahead and DM us the email linked to your Uber account &amp; your country so we can review.",Wed Nov 01 14:02:01 +0000 2017
uber_36699,Uber_Support,36699,@115877 Where do i get the referral code?,@124005 Here to help! Please follow the link https://t.co/M2oCDvGYgt for more info.,Wed Nov 01 13:54:11 +0000 2017
uber_37676,Uber_Support,37676,@Uber_Support I haven’t received an email receipt of my 20th October 2017 trip. I looked on the app but don’t see how I can request it. Help,@124181 Here to help! Send us a note at https://t.co/hoNW4YbZKL so our team can connect right away.,Wed Nov 01 14:23:42 +0000 2017
uber_37678,Uber_Support,37678,@Uber_Support I just want my damn headphones back why is this so difficult. I sent the email please respond so i can get them from the driver.,"@124182 Hey, Tom. We've followed up via DM. Please continue to reach out to us there for further assistance. Thanks for your patience.",Wed Nov 01 14:28:24 +0000 2017
uber_37679,Uber_Support,37679,@115873 Left a pair of beats headphones in the back of my uber. After a shit show of a process getting a link to enter my number to connect to,@124182 We're so sorry for the trouble! Please send us a DM with your email address so we can assist.,Wed Nov 01 14:21:03 +0000 2017
uber_37682,Uber_Support,37682,@Uber_Support our driver cancelled the trip because we didn't know that we're already booked due to your app hanged and crashed.,@124183 We're so sorry for the trouble. Send us a note via https://t.co/e8HVorX5rh so we can assist.,Wed Nov 01 14:23:30 +0000 2017
uber_37684,Uber_Support,37684,@Uber_Support I have disputed my background check and now its clear. Would you please approve my profile.,@124184 We're here to help! Please send us a note here; https://t.co/tv4psVy8sr so our team can connect.,Wed Nov 01 14:18:55 +0000 2017
uber_37686,Uber_Support,37686,"@Uber_Support I'm already a registered driver, I've been driving for 3 years I can't figure out how to apply for a rental",@124185 We're here to help! Please send us a note via https://t.co/ZKt0NHVs3P so we can assist further.,Wed Nov 01 14:26:21 +0000 2017
uber_37687,Uber_Support,37687,@Uber_Support my car is in the shop can I get a rental to drive in?,@124185 Happy to help! Find out more info about rental car to drive here: https://t.co/IoFdS4vdqt,Wed Nov 01 14:11:33 +0000 2017
uber_38263,Uber_Support,38263,@115873 your background checks suck. My shady neighbor can drive Uber. I hope y'all background check again even after employed? #NYCStrong,@124313 Here to help! Contact us via https://t.co/tv4psVy8sr so we can connect.,Wed Nov 01 14:41:02 +0000 2017
uber_38265,Uber_Support,38265,@Uber_Support I paid twice today when i order by uber eat they cancelled the order then I reordered again why!!!,@124314 We're so sorry for the trouble! Please send us a note here; https://t.co/StKy7B0k57 so our team can connect.,Wed Nov 01 14:37:11 +0000 2017
uber_38267,Uber_Support,38267,@115873 I’m in one of your cabs currently and the driver is going well over the speed limit,"@124315 Hi there! We're here to help. Send us a note here, https://t.co/IeSxT5cVHC and so our team will assist.",Wed Nov 01 14:35:20 +0000 2017
uber_38269,Uber_Support,38269,@Uber_Support It said I don’t have taken any trips yet so I can’t type in anything from there.,@124316 Sorry to hear of the trouble! Please reach out to us here: https://t.co/FF2YGTGjuA so we can follow up on our end.,Wed Nov 01 14:40:13 +0000 2017
uber_38270,Uber_Support,38270,@115873 I accepted a ride for carpool to work on Uber but the app didn’t allow me to initiate it. So I didn’t get paid this morning.,"@124316 We apologize for the trouble! Send us a note here, https://t.co/M0yA0PXOgR, and our team will be in touch.",Wed Nov 01 14:27:26 +0000 2017
uber_38273,Uber_Support,38273,@Uber_Support I got locked out of my old account and Your system won't let me use my card on the new account. Help :(,@124317 We're here to help! Please send us a note here: https://t.co/QDn91Hiowq so our team can connect.,Wed Nov 01 14:33:17 +0000 2017
uber_38275,Uber_Support,38275,@Uber_Support I moved to a new street that is not in your map/GPS system yet Nothing in help - please advise! TY,@124318 Here to help! Send us a note at https://t.co/zUe0dj6yoX so our team can connect.,Wed Nov 01 14:32:25 +0000 2017
uber_38277,Uber_Support,38277,"Last time I f****** order from UberEATS, I want my money back now. #fail https://t.co/eFkTgwLXOK","@124319 We're happy to help, Moey. Please share details in DM, so we can follow up. https://t.co/sd7yH5jmbJ",Wed Nov 01 14:19:25 +0000 2017
uber_38279,Uber_Support,38279,@115873 many email to get $1.00 back from a toll. Toll Receipt proves I paid. Uber Help says they confirm it was $2.00. I paid $3.00,@124320 Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,Wed Nov 01 14:21:12 +0000 2017
uber_38899,Uber_Support,38899,"That's not fair that ur cc have a charge the day before it cut off, just because the uber's driver canceled..@115873",@124489 We're so sorry this was your experience. Please send us a note here; https://t.co/JyzdtQmyxT so our team can connect.,Wed Nov 01 14:57:17 +0000 2017
uber_38901,Uber_Support,38901,"@Uber_Support hi, your agent marked the case resolved without actually resolving it, is there someone I can escalate the issue to?",@124490 We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,Wed Nov 01 14:53:18 +0000 2017
uber_38903,Uber_Support,38903,"@Uber_Support hi, I could use help with using these promotional Uber credits. They don't automatically apply to my subsequent rides. Tnx! https://t.co/AvZjt3bGkw",@124490 Here to help! Please send us a note via https://t.co/lqVgKo4ZO3 so we can assist further.,Tue Oct 31 16:23:59 +0000 2017
uber_38905,Uber_Support,38905,"@Uber_Support I am already communicating w/someone in your Help department, they are not solving the issue, still trying to charge me $100",@124491 We're so sorry this was your experience. Please send us a DM with your email address so we can assist.,Wed Nov 01 14:56:32 +0000 2017
uber_38906,Uber_Support,38906,The crooks @115873 trying to charge me almost $100 for a ride from Dec 2016 that was deemed fraudulent by PayPal who reversed the charge 😒😒😒,@124491 Sorry to hear about the trouble. Please contact us using the following link; https://t.co/rMyIZ1kWhc.,Wed Nov 01 14:36:37 +0000 2017
uber_38909,Uber_Support,38909,Has anyone else had an awful experience with @115873 customer service? #Uber,"@124492 Please send us specific details of your concern together with your email address, so we can better assist you.",Wed Nov 01 14:43:25 +0000 2017
uber_38911,Uber_Support,38911,@Uber_Support You never actually answered my question in your DM response. I replied.,@124493 Here to help clarify! Go ahead and check your DM for further details.,Wed Nov 01 14:29:26 +0000 2017
uber_39692,Uber_Support,39692,"@115877 it also sucks that paytm is your only payment option in india, and you’re mixing billing with uber rides","@124692 We're here to help! Send us a note here, https://t.co/3eYc7uUEUm and our team will be in touch.",Wed Nov 01 15:06:53 +0000 2017
uber_39695,Uber_Support,39695,@Uber_Support the checkout isnt working it just spins on the loading thingy for ages i want my mcdonalds :(,@124693 Sorry to hear about the trouble. Please DM us the email address linked to your Uber account and we'll follow up.,Wed Nov 01 15:05:11 +0000 2017
uber_39697,Uber_Support,39697,@Uber_Support What areas specifically around the City of Toronto allow the use of an 8 year old car for UberX,@124694 We were able to follow up with you via DM. Please get back to us there if you have any questions.,Wed Nov 01 14:58:51 +0000 2017
uber_39699,Uber_Support,39699,@Uber_Support No that isn’t what I asked. I asked how I can ensure that one car will fit luggage for my family of 3.,"@124695 Once your ride request has been accepted, we recommend contacting your driver directly to inquire about space requirements for your family.",Wed Nov 01 15:21:03 +0000 2017
uber_39702,Uber_Support,39702,@Uber_Support But I need to know now this is a scheduled ride for Friday.,"@124695 Hi, Betsy. There is no way to confirm that information until you have been matched up with your driver once the request has been accepted.",Wed Nov 01 17:31:08 +0000 2017
uber_39700,Uber_Support,39700,@Uber_Support How can I confirm that a requested scheduled car will be large enough for luggage of 3 passengers?,"@124695 Here to help! For more info, please click here: https://t.co/WkYB3Wt9xd",Wed Nov 01 14:52:40 +0000 2017
uber_40582,Uber_Support,40582,@Uber_Support i am waiting for 15 minutes when waiting time was 5 minutes.. driver went right past me.. what is happening?,"@124907 We're here to help! Send us a note here, https://t.co/e8HVorX5rh and our team will be in touch.",Wed Nov 01 15:23:55 +0000 2017
uber_40584,Uber_Support,40584,@115873 how is it I can get charged because a driver’s lost on his way 2 me but said driver can cancel on me w/ no penalty for taking my time,@124908 We're so sorry for the trouble. Send us a note via https://t.co/h840Iouehc so we can assist.,Wed Nov 01 15:13:41 +0000 2017
uber_40586,Uber_Support,40586,@Uber_Support When I try to order an Uber I am told that my method of payment is invalid. Several friends in Sweden have the same issue.,@124909 Hey Olle! Can you please provide your account email so can look into this issue for you? We will follow up.,Wed Nov 01 15:19:54 +0000 2017
uber_40588,Uber_Support,40588,.@115873 but your drivers suck when they pick you up and start your ride without picking you up. And continue to drive away.,@124910 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Wed Nov 01 14:55:17 +0000 2017
uber_41282,Uber_Support,41282,@Uber_Support @125049 Hi I was charged twice for one trip. Will I receive a refund?,@125050 Here to help! Simply contact us via https://t.co/OhfgxSAY58 so our team can assist.,Wed Nov 22 20:13:47 +0000 2017
uber_41283,Uber_Support,41283,Repas froid et livraison avec plus de 40 minutes de retard. Inadmissible @115877 👎🏻 https://t.co/aWDDwwSnIM,@125049 Here to help! Send us a note at https://t.co/jP6giifgNM so our team can connect.,Wed Nov 22 20:05:15 +0000 2017
uber_41286,Uber_Support,41286,Just received my first @115877 delivery now that they're in my area. I was told the driver waited for a tip. Is that normal? https://t.co/6L5lCy9Lsw,@125051 Hi there! Please visit; https://t.co/r06229QMLK for more info. Please let us know if you have any other questions or concerns.,Wed Nov 22 20:03:10 +0000 2017
uber_41715,Uber_Support,41715,At @115873 city=#Kochi On uber pool. It was seen that drivers accidentally starts their journey before picking up. Uber must have a feature so that customer can approve the pick up. @Uber_Support,@125184 We've sent you a DM.,Wed Nov 01 15:41:58 +0000 2017
uber_41719,Uber_Support,41719,"@115873 why am i charged here, did not e1 start a trip. Please explain https://t.co/Sbsu7GskdB","@125186 We're here to help! Send us a note here, https://t.co/dInR3racif and our team will be in touch.",Wed Nov 01 15:32:05 +0000 2017
uber_41721,Uber_Support,41721,@115873 really unhappy with the service I received on Saturday night. I'd like to speak with someone about my concerns.,@125187 Hi there! It seems a member of our team has reached out to you. Please check your email and follow up with them there. Thanks!,Wed Nov 01 15:25:49 +0000 2017
uber_41724,Uber_Support,41724,WTF @115873 ⚠️ Either your drivers are faking the location or you got a really serious bug. Take a look at this insane trip. I urge a refund! https://t.co/Yph0e3bDI0,@125188 We're here to help! Send us a note via https://t.co/y4EDPcVZOI so our team can assist.,Wed Nov 01 15:27:38 +0000 2017
uber_42659,Uber_Support,42659,@Uber_Support called this uber like 8 minutes ago and he just started moving https://t.co/2VoSRpHuf7,@125431 We apologize for the trouble! Can you please contact us via https://t.co/593jusU1lP so our team can connect?,Wed Nov 01 15:51:22 +0000 2017
uber_42661,Uber_Support,42661,@Uber_Support We're having some issues with adding authorized users for Uber for Business. Can y'all help?,@125432 Here to help! Send us a note via https://t.co/KL7B4CB8pp so we can connect.,Wed Nov 01 15:51:21 +0000 2017
uber_42663,Uber_Support,42663,Yo @115873 you overcharged me. Fix it pleaseeee,@125433 Here to help! Send us a note via https://t.co/ue84RGNpRP so our team can get in touch.,Wed Nov 01 15:52:35 +0000 2017
uber_42665,Uber_Support,42665,@Uber_Support i cant see family accout trips in my app.. #help thank you 👍🏻,@125434 So sorry about that! Send us a message here; https://t.co/balq3Eyso6 and we'd be happy to take a look.,Wed Nov 01 15:51:41 +0000 2017
uber_42667,Uber_Support,42667,"@Uber_Support Okay I sent it , how long does it take for a response because This has never happened. Whenever I cancel instantly I get refunded",@125435 We can take a look for you. Please DM us your account email address and phone number so we can further assist. https://t.co/sd7yH5jmbJ,Wed Nov 01 16:24:24 +0000 2017
uber_42668,Uber_Support,42668,"@Uber_Support This is a problem, why was I charged for an uber that I didn’t take","@125435 We're here to help! Send us a note here, https://t.co/1xM0TILvAI and our team will be in touch.",Wed Nov 01 15:44:58 +0000 2017
uber_42672,Uber_Support,42672,@Uber_Support I swear yall better not just send me some bullshit about visiting your help website! That shit isnt helping just want my money back thanks:),@125436 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Wed Nov 01 15:53:48 +0000 2017
uber_42673,Uber_Support,42673,@Uber_Support This company's customer support is a joke! And y'all are a complete bullshit company! I am expectin a full refund asap:) thanks for the help,@125436 We apologize for the trouble! Send us a DM with your email address with additional details and we'll follow up.,Wed Nov 01 15:46:58 +0000 2017
uber_42678,Uber_Support,42678,@Uber_Support hi! I canceled my ride but I think someone got into my car because I just got charged. Help 😩,@125437 We apologize for the trouble! Can you please contact us via https://t.co/1xM0TILvAI so our team can connect?,Wed Nov 01 15:44:40 +0000 2017
uber_42680,Uber_Support,42680,@115873 I think riders should also be entitled to see their fare cost once the trip ends the same way the driver see’s the fare cost,"@125438 Here to help! Follow up here; https://t.co/SjsQQ8ofRq, and our team will connect right away.",Wed Nov 01 15:42:34 +0000 2017
uber_42682,Uber_Support,42682,@Uber_Support Somebody is using my account illegally . Your app and website do not address these issues . I have changed the password 5 times,@125439 Please send us a DM with your Uber account email address and phone number so we can follow up. https://t.co/sd7yH5jmbJ,Wed Nov 01 15:44:45 +0000 2017
uber_42686,Uber_Support,42686,@115873 whY don't you have a phone number available to your customers ?You don't address fraud. Please provide a phone #ubersecurityissues,"@125439 Sorry for the trouble! At this moment, we don't offer phone support. Visit this link https://t.co/balq3Eyso6 so we can connect right away.",Wed Nov 01 15:33:07 +0000 2017
uber_42688,Uber_Support,42688,When u wait in the airport and 7cars left and @115873 decided tolost my cue and put me back to 100+ car!! Wtf!,"@125440 We're so sorry for the trouble! For more info, please check this link; https://t.co/zZ6Y806fuk.",Wed Nov 01 15:42:44 +0000 2017
uber_42691,Uber_Support,42691,@115873 @Uber_Support Contact me immediately on 9936299682,@125441 Here to help! Send us a note via https://t.co/e8HVorX5rh so our team can get in touch.,Wed Nov 01 15:41:18 +0000 2017
uber_42695,Uber_Support,42695,@115873 please i need help!!! I need to contact a driver 3 hours ago because the driver has very inportant documents.,"@125442 We just got back to you via DM, Hermi.",Wed Nov 01 15:41:14 +0000 2017
uber_43384,Uber_Support,43384,@115873 why is there an extra charge taken out of my account?,@125620 What you're describing sounds like an authorization hold; https://t.co/0FF442OiW4.,Wed Nov 01 16:06:47 +0000 2017
uber_43387,Uber_Support,43387,"@Uber_Support Hi, I've received my Uber Eats gear, but the app is still not active. Could you update me on my application status?","@125621 We're here to help! Send us a note here, https://t.co/tv4psVy8sr and our team will be in touch.",Wed Nov 01 15:49:19 +0000 2017
uber_43389,Uber_Support,43389,@Uber_Support My fair was adjusted by THREE DOLLARS. Lol. I need a refund for the whole trip. And for the hour I’ve spent dealing with this. https://t.co/VBeqK0v3Ge,"@125622 Hi, we have followed up with your DM.",Wed Nov 01 16:20:54 +0000 2017
uber_43390,Uber_Support,43390,@Uber_Support sent a dm with my email. If I get another generic email response to my complaint I’m going to freak out. Thanks.,"@125622 We just got back to you via email, Christiana.",Wed Nov 01 15:55:42 +0000 2017
uber_43393,Uber_Support,43393,@Uber_Support plz help me in letting knw y I m nt able 2 buk ride its shwng nt avaliable in ur area bt if my frnds do d sme they r able 2,@125623 Here to help! Go ahead and check your DM for further details.,Wed Nov 01 16:04:18 +0000 2017
uber_43395,Uber_Support,43395,@Uber_Support Why I have to pay wait time charge when I was ahead of schedule and driver was late? Instead I should get a compensation.,"@125624 Hi, Kalyan. Please send us a note directly to discuss this further: https://t.co/rMyIZ1kWhc.",Wed Nov 01 15:50:23 +0000 2017
uber_43397,Uber_Support,43397,@Uber_Support I do not use Uber but I keep getting text messages from Uber. I am concerned about identity theft. How do we resolve this? Thx,@125625 Happy to help. Can you DM us some additional details so we can follow up? https://t.co/sd7yH5jmbJ,Wed Nov 01 15:58:09 +0000 2017
uber_43399,Uber_Support,43399,@Uber_Support still need help renting a car for this weekend. I don't know why I got a response from the leasing I don't want a lease.,@124185 Will you please DM us with your email address associated with your account? We'll look into it.,Wed Nov 01 15:59:14 +0000 2017
uber_43967,Uber_Support,43967,@Uber_Support The issue is the busy area fee was not flagged for me in the app you guys snuck it in you are supposed to highlight the fee and I tried to cancel right away this is ridiculous I'm NEVER using @115877 again and telling all my friends not to,@125748 We're so sorry for the trouble. Send us a note via https://t.co/3eYc7uUEUm so we can assist.,Sun Nov 26 00:56:47 +0000 2017
uber_43968,Uber_Support,43968,I'm in Toronto and @115877 is trying to scam me by not flagging a surcharge see please help a $14 surcharge is ridiculous and I immediately tried to cancel,@125748 The busy area fee helps us maintain the reliability &amp; speed of our service. You can try again later when there may be less demand.,Sun Nov 26 00:50:42 +0000 2017
uber_44030,Uber_Support,44030,"@Uber_Support I've already sent a note in the app about this driver in particular, but it seems every time I use your app, I get the worst drivers.",@125769 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,Sun Nov 26 00:46:59 +0000 2017
uber_44033,Uber_Support,44033,Why come every time I use @115873 I get the shittiest driver ever.,@125769 Sorry for the trouble! Send us a note via https://t.co/fS660rQ8NQ so we can connect right away.,Sun Nov 26 00:44:10 +0000 2017
uber_44036,Uber_Support,44036,@Uber_Support hi i have a new phone and number i can’t locate the first time promo code for uber eats?,@125770 Happy to help! Find out more here - https://t.co/1cdccXoBDH,Sun Nov 26 00:49:41 +0000 2017
uber_44038,Uber_Support,44038,"@Uber_Support it is showing 18 minutes to arrival and driver cancels after 15 minutes it is not 1 trip 3 trips wasting 45 minutes early morning, if rider cancels nearby they charges rs50. Why don't u credit account with customers with same amount?",@125771 We can take a look! Send us a note via https://t.co/e8HVorX5rh so our team can get in touch.,Sun Nov 26 00:46:59 +0000 2017
uber_44040,Uber_Support,44040,"With such issues, can we really rely on @115873 @Uber_Support @115879 @AskLyft services ? Also, they don't have any customer care to contact for immediate assistance. #UberStories #LyftStories #NotGood https://t.co/kM9RICCVXp",@125772 Sorry to hear about the trouble. Please confirm your email address or phone number through direct message so we can further assist.,Sun Nov 26 00:43:55 +0000 2017
uber_44042,Uber_Support,44042,"@Uber_Support yet another failed UberEATS delivery missing half the meal. I only use it because of Amex monthly credits. Hey @AskAmex, can you provide credits to other ride share or food delivery services instead of just Uber for your Platinum card members?",@125773 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Sun Nov 26 00:41:43 +0000 2017
uber_44045,Uber_Support,44045,Actually getting sick of the amount of @115873 drivers that accept and cancel. It’s impossible to use them these days. And I’ve always referred people to them. 👎👎,"@125774 We can definitely take a closer look! Contact us here; https://t.co/593jusCquh , so we can help.",Sun Nov 26 00:44:40 +0000 2017
uber_44047,Uber_Support,44047,@Uber_Support lol your site sucks and won't let me select the right trip. It's not even giving me this trip as an option 🤔,@125775 Here to help. Please send us a DM of the email address connected to your account so we can further assist.,Sun Nov 26 00:41:34 +0000 2017
uber_44049,Uber_Support,44049,Spoke too soon. The bus was 22 minutes away so I grabbed an @115873 and this driver is taking me way out of the way from what is literally a straight shot up a major road......,@125775 Here to help! Send us a note at; https://t.co/y4EDPcVZOI so our team can assist.,Sun Nov 26 00:36:31 +0000 2017
uber_44055,Uber_Support,44055,"@Uber_Support serious issue, check DM asap",@125777 Here to help! For more info visit; https://t.co/tIssGmGAiz,Sun Nov 26 00:33:58 +0000 2017
uber_44058,Uber_Support,44058,Don’t expect any support from @Uber_Support. Might as well just keep sending emails and DM in their app. You are basically useless as a customer to them.,@116274 We have received your DM and will be reaching out there. Thanks!,Sun Nov 26 00:30:54 +0000 2017
uber_44060,Uber_Support,44060,"@115873 very bad morning to start with your poor customer experience. I had booked the cab from KR puram to GM palya (Bangalore). Just a 7km ride you estimated price is 104, but at drop point driver collected 119. Overall trip was sucks. Driver delay, mismatch fair etc. My NPS -1 https://t.co/PnJ9On0F7E",@125778 We're here to help. Send us a note at https://t.co/UrddKG8iSH so our team can connect.,Sun Nov 26 00:28:11 +0000 2017
uber_44062,Uber_Support,44062,@115873 better not get charged for this https://t.co/4falASw9aZ,@125779 Here to help! Follow up here; https://t.co/e8HVorX5rh and our team will connect right away.,Sun Nov 26 00:24:25 +0000 2017
uber_44634,Uber_Support,44634,@115873 UBER SUCKS @Uber_Support https://t.co/MTMIiNphiN,@125907 We're here to help! Please send us a DM with your email address and additional details of your concern.,Wed Nov 01 16:15:30 +0000 2017
uber_44640,Uber_Support,44640,"@Uber_Support Thanks, we’re almost there! My issue is different. I use another email for my acct; they signed up w/a gmail address I use - what2do?",@125908 Happy to take a look. Send us a DM with your email address so we can connect.,Wed Nov 01 16:25:53 +0000 2017
uber_44641,Uber_Support,44641,@115873 So difficult to contact Uber - someone signed up with my email address. How do I report this?,@125908 Happy to follow up. Send us a note at https://t.co/kGIXas5Cxg so our team can connect.,Wed Nov 01 16:07:45 +0000 2017
uber_44644,Uber_Support,44644,"@Uber_Support Over the weekend I order UberEats from Hooters in Charlotte. The food was cold and 2 items were missing, but only got a partial refund. Full refund needed.",@125909 Here to follow up! Please send us a DM with your email address so we can take a closer look.,Wed Nov 01 16:08:46 +0000 2017
uber_45607,Uber_Support,45607,"@115873 @Uber_Support this causes confusion, delays, &amp; unnecessary frustration 4 the client &amp; the driver, &amp; low ratings 4 drvrs #uber #Atlanta","@126099 We apologize for the trouble! Send us a note here, https://t.co/593jusCquh, and our team will be in touch.",Wed Nov 01 16:28:55 +0000 2017
uber_45609,Uber_Support,45609,So @115873 is telling me to meet my driver at the pickup point. I'm at the pickup spot. My driver is across the street. 10/10 GPS,@126100 Sorry to hear about that! Can you please contact us via https://t.co/593jusCquh so our team can connect.,Wed Nov 01 16:21:08 +0000 2017
uber_45611,Uber_Support,45611,Trying to get to the airport but our @115873 driver keeps using multiple maps and keeps having to make uturns. #baddriver,@126101 Happy to follow up. Send us a note at https://t.co/y4EDPcVZOI so our team can connect.,Wed Nov 01 16:24:05 +0000 2017
uber_45613,Uber_Support,45613,@Uber_Support I’d appreciate it if someone responded to my email please,@126102 Happy to help! Send us a DM with your email address and our team will follow up.,Wed Nov 01 16:21:22 +0000 2017
uber_45615,Uber_Support,45615,@Uber_Support driving with a perfect record and star rating is important to me . First time in two years I get a lost a negative issueshelp,@126103 We're here to help! Find out more about understanding ratings with this link: https://t.co/NZEeAzqoX0,Wed Nov 01 16:16:38 +0000 2017
